Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
"2010.68a, b",True,False,True,75414,242,Asian Art,2010,Figure,,"Sri Lanka, Kandy district",Kandyan period,,,,,,,,,,,,,,,,,18th century,1700,1799,Copper alloy with gilding,H. (figure) 23 3/8 in. (59.4 cm); H. (incl. base) 25 9/16 in. (65 cm) W. 8 11/16 in. (22 cm),"Purchase, Louis V. Bell, Harris Brisbane Dick, Fletcher, and Rogers Funds and Joseph Pulitzer Bequest; The Miriam and Ira D. Wallach Foundation Fund; Florence and Herbert Irving, Cynthia Hazen Polsky and Anne H. Bass Gifts, 2010",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/75414,https://www.wikidata.org/wiki/Q116374177,,"Metropolitan Museum of Art, New York, NY",Buddhism|Buddha,http://vocab.getty.edu/page/aat/300073738|http://vocab.getty.edu/page/aat/300262950,https://www.wikidata.org/wiki/Q748|https://www.wikidata.org/wiki/Q7055
2010.230,True,True,True,75960,240,Asian Art,2010,Figure,,"India, Tamil Nadu",Chola period (880–1279),,,,,,,,,,,,,,,,,late 11th century,1067,1099,Copper alloy,H. 29 3/8 in. (74.6 cm); W. 14 5/8 in. (37.1 cm); D. (rectangular base) 12 5/8 in. (32.1 cm),"Purchase, Lila Acheson Wallace and Doris Wiener Gifts, 2010",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/75960,https://www.wikidata.org/wiki/Q29383379,,"Metropolitan Museum of Art, New York, NY",Saints|Children,http://vocab.getty.edu/page/aat/300150555|http://vocab.getty.edu/page/aat/300025945,https://www.wikidata.org/wiki/Q43115|https://www.wikidata.org/wiki/Q7569
2011.19,True,True,True,76445,237,Asian Art,2011,Figure,,Pakistan (Gilgit Kingdom),Patola Shahi period,,,,,,,,,,,,,,,,,dated by inscription to ca. 600,550,650,Gilt brass with silver and copper inlay,H. 9 5/8 in. (24.4 cm); W. 6 in. (15.2 cm); D. 3 1/2 in. (8.9 cm),"Purchase, Rogers Fund; Anonymous and Jeff Soref Gifts; Winnie Feng Gift, in honor of Florence Irving; and John Stewart Kennedy Fund, by exchange, 2011",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/76445,https://www.wikidata.org/wiki/Q83562777,,"Metropolitan Museum of Art, New York, NY",Buddhism|Buddha,http://vocab.getty.edu/page/aat/300073738|http://vocab.getty.edu/page/aat/300262950,https://www.wikidata.org/wiki/Q748|https://www.wikidata.org/wiki/Q7055
2012.463,True,False,True,78185,252,Asian Art,2012,Figure,,Nepal,,,,,,,,,,,,,,,,,,dated 1004,1004,1004,Gilt copper repoussé,H. 16 1/2 in. (41.9 cm); W. 11 5/8 in. (29.5 cm); D. 3 3/8 in. (8.6 cm),"Zimmerman Family Collection, Purchase, Lila Acheson Wallace, Jeffrey B. Soref and Natalie Soref Gifts, 2012",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/78185,https://www.wikidata.org/wiki/Q116374175,,"Metropolitan Museum of Art, New York, NY",Mythical Creatures|Vishnu|Hinduism,http://vocab.getty.edu/page/aat/300375725|http://vocab.getty.edu/page/ia/901000395|http://vocab.getty.edu/page/aat/300073727,https://www.wikidata.org/wiki/Q2239243|https://www.wikidata.org/wiki/Q11380|https://www.wikidata.org/wiki/Q9089
2012.444.1,True,False,True,78186,252,Asian Art,2012,Figure,,Nepal,,,,,,,,,,,,,,,,,,14th century,1300,1399,Copper alloy,H. 10 1/4 in. (26 cm); W. 12 3/16 in. (31 cm); D. 5 3/8 in. (13.7 cm),"Zimmerman Family Collection, Gift of the Zimmerman Family, 2012",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/78186,https://www.wikidata.org/wiki/Q116374172,,"Metropolitan Museum of Art, New York, NY",Weapons|Buffalos|Durga|Hinduism|Lions,http://vocab.getty.edu/page/aat/300036926|http://vocab.getty.edu/page/aat/300250108|http://vocab.getty.edu/page/ia/901001417|http://vocab.getty.edu/page/aat/300073727|http://vocab.getty.edu/page/aat/300310388,https://www.wikidata.org/wiki/Q728|https://www.wikidata.org/wiki/Q82728|https://www.wikidata.org/wiki/Q382973|https://www.wikidata.org/wiki/Q9089|https://www.wikidata.org/wiki/Q140
2012.458,True,False,True,78191,253,Asian Art,2012,Figure,,Central Tibet,,,,,,,,,,,,,,,,,,12th century,1100,1199,Brass with colored pigments,H. 15 1/2 in. (39.4 cm); W. 10 7/16 in. (26.5 cm); D. 8 5/8 in. (21.9 cm),"Zimmerman Family Collection, Purchase, Lila Acheson Wallace, Oscar L. Tang, Anthony W. and Lulu C. Wang and Annette de la Renta Gifts, 2012",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/78191,https://www.wikidata.org/wiki/Q116397095,,"Metropolitan Museum of Art, New York, NY",Buddhism|Buddha,http://vocab.getty.edu/page/aat/300073738|http://vocab.getty.edu/page/aat/300262950,https://www.wikidata.org/wiki/Q748|https://www.wikidata.org/wiki/Q7055
2012.459,True,False,True,78192,253,Asian Art,2012,Figure,,Western Tibet or Ladakh,,,,,,,,,,,,,,,,,,14th century,1300,1399,Copper alloy with copper and silver inlay,H. 23 3/4 in. (60.3 cm); W. 18 3/4 in. (47.6 cm); D. 13 in. (33 cm),"Zimmerman Family Collection, Purchase, Lila Acheson Wallace, The Vincent Astor Foundation, Eliot C. Nolen, T. Rowe Price Services, Inc. and Sir Joseph Hotung Gifts; Seymour and The Miriam and Ira D. Wallach Foundation Funds, 2012",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/78192,https://www.wikidata.org/wiki/Q116374174,,"Metropolitan Museum of Art, New York, NY",Buddhism,http://vocab.getty.edu/page/aat/300073738,https://www.wikidata.org/wiki/Q748
2012.444.4,True,False,True,78195,253,Asian Art,2012,Tangka,,Central Tibet,,,,,,,,,,,,,,,,,,ca. 1500,1450,1550,Distemper on cloth,Image: 64 x 53 in. (162.6 x 134.6 cm),"Zimmerman Family Collection, Gift of the Zimmerman Family, 2012",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/78195,https://www.wikidata.org/wiki/Q78657128,,"Metropolitan Museum of Art, New York, NY",Buddhism|Deities,http://vocab.getty.edu/page/aat/300073738|http://vocab.getty.edu/page/aat/300343850,https://www.wikidata.org/wiki/Q748|https://www.wikidata.org/wiki/Q178885
2012.462,True,False,True,78197,252,Asian Art,2012,Tangka,,"Nepal, Kathmandu Valley",Early Malla period,,,,1976,Artist, ,Kitaharasa, , ,Kitaharasa, ,          ,          ,,,,likely 1379,1379,1379,Distemper on cotton,Image: 32 5/8 × 21 1/2 in. (82.9 × 54.6 cm),"Zimmerman Family Collection, Purchase, The Vincent Astor Foundation and Friends of Asian Art Gifts, 2012",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/78197,https://www.wikidata.org/wiki/Q78656760,,"Metropolitan Museum of Art, New York, NY",Deities,http://vocab.getty.edu/page/aat/300343850,https://www.wikidata.org/wiki/Q178885
C.I.66.14.2,True,True,True,81136,513,Costume Institute,1966,Waistcoat,Waistcoat,British,,,,,1661102061,Designer|Manufacturer,Textile by|Textile by,Anna Maria Garthwaite|Peter Lekeux,"British, 1690–1763|British, 1716–1768", | ,"Garthwaite, Anna Maria|Lekeux Peter",British|British,1690      |1716      ,1763      |1768      ,Female|,http://vocab.getty.edu/page/ulan/500329976|http://vocab.getty.edu/page/ulan/500331506,https://www.wikidata.org/wiki/Q4767293|https://www.wikidata.org/wiki/Q27884301,1747,1747,1747,"silk, wool, metallic",,"Purchase, Irene Lewisohn Bequest, 1966",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/81136,https://www.wikidata.org/wiki/Q29383437,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
06.1335.1a–d,True,True,True,189164,507,European Sculpture and Decorative Arts,1906,Period room,Bedroom from the Sagredo Palace,"Italian, Venice",,,,,369903699,Maker|Artist,and|Stuccowork probably by,Carpoforo Mazzetti Tencalla|Abbondio Stazio,"Swiss (active Italy), Bissone 1685–1743 Venice|Swiss (active Italy), Mossagno, near Lugano 1663–1745 Venice", | ,"Tencalla, Carpoforo Mazzetti|Stazio, Abbondio",Swiss|Swiss,1685      |1675      ,1743      |1757      ,|,http://vocab.getty.edu/page/ulan/500100037|http://vocab.getty.edu/page/ulan/500032237,https://www.wikidata.org/wiki/Q3660686|https://www.wikidata.org/wiki/Q18190942,ca. 1720 or later,1715,1725,"Wood, stucco, marble, glass","H. 25 ft. 2 in. (767.1 cm), W. 18 ft. 2 in. (553.7 cm), D. 13 ft. 2 in. (401.3 cm)","Rogers Fund, 1906",,,,,,,,,,,,Woodwork,,http://www.metmuseum.org/art/collection/search/189164,https://www.wikidata.org/wiki/Q29383515,,"Metropolitan Museum of Art, New York, NY",Bedrooms,http://vocab.getty.edu/page/aat/300004364,https://www.wikidata.org/wiki/Q193837
06.968.2,True,True,True,191259,505,European Sculpture and Decorative Arts,1906,Stove,Stove,"Swiss, Winterthur",,,,,162481162151378803788,Decorator|Decorator|Maker|Maker,Decoration after designs by|and|Attributed to the pottery of|Possibly assisted by,Tobias Stimmer|Christoph Murer|David II Pfau|Hans Heinrich III Pfau,"Swiss, Schaffhausen 1539–1584 Strasbourg|Swiss, Zurich 1558–1614 Winterthur|1644–1702|1672–1714", | | | ,"Stimmer, Tobias|Murer, Christoph|Pfau David II|Pfau Hans Heinrich III",Swiss|Swiss| | ,1539      |1558      |1644      |1672      ,1584      |1614      |1702      |1714      ,|||,http://vocab.getty.edu/page/ulan/500012932|http://vocab.getty.edu/page/ulan/500001703|http://vocab.getty.edu/page/ulan/500331162|http://vocab.getty.edu/page/ulan/500068699,https://www.wikidata.org/wiki/Q677071|https://www.wikidata.org/wiki/Q1085550|https://www.wikidata.org/wiki/Q109885939|https://www.wikidata.org/wiki/Q110619678,ca. 1684–85,1679,1690,Faience (tin-glazed earthenware),Overall (confirmed): 10 ft. 4 in. × 54 1/4 in. × 71 1/4 in. (315 × 137.8 × 181 cm),"Rogers Fund, 1906",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/191259,https://www.wikidata.org/wiki/Q29383517,,"Metropolitan Museum of Art, New York, NY",Fruit|Samson|Abraham|David|Goliath,http://vocab.getty.edu/page/aat/300011868|http://vocab.getty.edu/page/ia/901000362|http://vocab.getty.edu/page/ia/901000475|http://vocab.getty.edu/page/ia/901001014|http://vocab.getty.edu/page/ia/901000579,https://www.wikidata.org/wiki/Q1364|https://www.wikidata.org/wiki/Q214648|https://www.wikidata.org/wiki/Q9181|https://www.wikidata.org/wiki/Q41370|https://www.wikidata.org/wiki/Q192785
10.141.2,True,True,True,191598,535,The American Wing,1910,Triptych,Scenes of the Passion,possibly Mexican,,,,,,,,,,,,,,,,,,16th century,1500,1599,"Boxwood, feathers, gold, enamel",1-3/4 x 1-3/4 in.  (4.4 x 4.4 cm),"Rogers Fund, 1910",Formerly considered made in|Possibly made in,,,,Spain|Mexico,,,,,,,,,http://www.metmuseum.org/art/collection/search/191598,https://www.wikidata.org/wiki/Q104413011,,"Metropolitan Museum of Art, New York, NY",Bearing the Cross|Crucifixion|Christ,http://vocab.getty.edu/page/ia/901001193|http://vocab.getty.edu/page/aat/300404300|http://vocab.getty.edu/page/ia/901000087,https://www.wikidata.org/wiki/Q3399226|https://www.wikidata.org/wiki/Q3235597|https://www.wikidata.org/wiki/Q642420
11.173.1,True,True,True,191803,800,European Sculpture and Decorative Arts,1911,Statue,Adam,"French, Paris",,,,,16232,Artist, ,Auguste Rodin,"French, Paris 1840–1917 Meudon", ,"Rodin, Auguste",French,1840      ,1917      ,,http://vocab.getty.edu/page/ulan/500016619,https://www.wikidata.org/wiki/Q30755,"modeled 1880 or 1881, cast 1910",1880,1910,Bronze,"Overall (confirmed): 76 3/8 × 30 3/8 × 32 1/2 in., 831 lb. (194 × 77.2 × 82.6 cm, 376.9 kg)","Gift of Thomas F. Ryan, 1910",,,,,,,,,,,,Sculpture-Bronze,,http://www.metmuseum.org/art/collection/search/191803,https://www.wikidata.org/wiki/Q29383519,,"Metropolitan Museum of Art, New York, NY",Male Nudes|Adam,http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/ia/901000219,https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q70899
12.11.1,True,True,True,191843,800,European Sculpture and Decorative Arts,1912,Bust,Honoré de Balzac,French,,,,,16232,Artist, ,Auguste Rodin,"French, Paris 1840–1917 Meudon", ,"Rodin, Auguste",French,1840      ,1917      ,,http://vocab.getty.edu/page/ulan/500016619,https://www.wikidata.org/wiki/Q30755,1891,1891,1891,Terracotta,"Art only: 9 1/4 in. (23.5 cm)
Block (art mounted to block: overall assembled height and block footprint ): 15 × 5 × 5 in. (38.1 × 12.7 × 12.7 cm)
Weight on block, confirmed: 14.4 lb. (6.6 kg)","Rogers Fund, 1912",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/191843,https://www.wikidata.org/wiki/Q29383522,,"Metropolitan Museum of Art, New York, NY",Men|Portraits|Authors,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025492,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q482980
14.40.687,True,True,True,192727,552,European Sculpture and Decorative Arts,1914,Group,The Intoxication of Wine,"French, Paris",,,,,16177,Artist, ,Clodion (Claude Michel),"French, Nancy 1738–1814 Paris", ,Clodion (Claude Michel),French,1738      ,1814      ,,http://vocab.getty.edu/page/ulan/500115369,https://www.wikidata.org/wiki/Q2979538,ca. 1780–90,1775,1795,Terracotta,Overall (confirmed): H. 23 x W. 16 7/8 x D. 11 1/4 in. (58.4 x 42.9 x 28.6 cm),"Bequest of Benjamin Altman, 1913",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/192727,https://www.wikidata.org/wiki/Q29383528,,"Metropolitan Museum of Art, New York, NY",Female Nudes|Bacchantes|Satyrs,http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300379712|http://vocab.getty.edu/page/aat/300379732,https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q209599|https://www.wikidata.org/wiki/Q163709
14.40.689,True,True,True,192729,509,European Sculpture and Decorative Arts,1914,Statuette,Triton,"Italian, Florence",,,,,16360,Artist, ,Giambologna,"Netherlandish, Douai 1529–1608 Florence", ,Giambologna,Netherlandish,1529      ,1608      ,,http://vocab.getty.edu/page/ulan/500016387,https://www.wikidata.org/wiki/Q220136,1590s,1590,1599,Bronze,"Height: 36 in., 53.9 lb. (91.4 cm, 24.4 kg)","Bequest of Benjamin Altman, 1913",,,,,,,,,,,,Sculpture-Bronze,,http://www.metmuseum.org/art/collection/search/192729,https://www.wikidata.org/wiki/Q29383531,,"Metropolitan Museum of Art, New York, NY",Horns|Triton|Dolphins|Shells, | |http://vocab.getty.edu/page/aat/300250159|http://vocab.getty.edu/page/aat/300011829,https://www.wikidata.org/wiki/Q1512054|https://www.wikidata.org/wiki/Q148030|https://www.wikidata.org/wiki/Q7369|https://www.wikidata.org/wiki/Q213096
17.40.2a–r,True,False,True,193344,502,European Sculpture and Decorative Arts,1917,Window,The Deluge,"French, Lorraine, Metz",,,,,3894,Artist, ,Valentin Bousch,"French, active 1514–41, died 1541", ,Bousch Valentin,French,1514      ,1541      ,,http://vocab.getty.edu/page/ulan/500245121,https://www.wikidata.org/wiki/Q3553568,1531,1531,1531,"Glass, painted and stained",Overall: 11 ft. 10 1/4 in. × 67 in. (361.3 × 170.2 cm),"Purchase, Joseph Pulitzer Bequest, 1917",,,,,,,,,,,,Glass-Stained,,http://www.metmuseum.org/art/collection/search/193344,https://www.wikidata.org/wiki/Q29383533,,"Metropolitan Museum of Art, New York, NY",Soldiers|Men|Floods|Boats,http://vocab.getty.edu/page/aat/300185678|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300054731|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q4991371|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q8068|https://www.wikidata.org/wiki/Q35872
17.190.499,True,False,True,193506,500,European Sculpture and Decorative Arts,1917,Processional cross,Processional cross,"Italian, Florence",,,,,,,,,,,,,,,,,,ca. 1460–80,1455,1485,"Partly gilt silver, niello, and copper with traces of gilding, over wood",Overall: 21 3/4 × 12 3/4 in. (55.2 × 32.4 cm),"Gift of J. Pierpont Morgan, 1917",,,,,,,,,,,,Metalwork-Silver,,http://www.metmuseum.org/art/collection/search/193506,https://www.wikidata.org/wiki/Q29383535,,"Metropolitan Museum of Art, New York, NY",Cross|Crucifixion|Last Supper|Saints|Christ,http://vocab.getty.edu/page/aat/300235443|http://vocab.getty.edu/page/aat/300404300|http://vocab.getty.edu/page/ia/901000357|http://vocab.getty.edu/page/aat/300150555|http://vocab.getty.edu/page/ia/901000087,https://www.wikidata.org/wiki/Q40843|https://www.wikidata.org/wiki/Q3235597|https://www.wikidata.org/wiki/Q51633|https://www.wikidata.org/wiki/Q43115|https://www.wikidata.org/wiki/Q642420
"17.190.730a, b",True,True,True,193614,500,European Sculpture and Decorative Arts,1917,Goblet,Goblet,"Italian, Venice, Murano",,,,,,,,,,,,,,,,,,ca. 1475–1500 (modern foot),1470,1505,"Glass, enameled and gilded",Overall (confirmed): H. 6 7/8 x W. 3 7/16 in. (17.5 x 8.7 cm); Diameter of cup: 3 1/8 in. (7.9 cm),"Gift of J. Pierpont Morgan, 1917",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/193614,https://www.wikidata.org/wiki/Q29383539,,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467
17.190.1740,True,True,True,194243,544,European Sculpture and Decorative Arts,1917,Ewer,Ewer,"French, Saint-Porchaire or Paris",,,,,,,,,,,,,,,,,,ca. 1550,1545,1555,"Lead-glazed earthenware inlaid with slip, with molded ornament",Height: 10 5/16 in. (26.2 cm),"Gift of J. Pierpont Morgan, 1917",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/194243,https://www.wikidata.org/wiki/Q29383545,,"Metropolitan Museum of Art, New York, NY",Dragons,http://vocab.getty.edu/page/aat/300375726,https://www.wikidata.org/wiki/Q7559
17.190.2045,True,True,True,194432,503,European Sculpture and Decorative Arts,1917,Ewer,Ewer (Brocca),"Italian, Florence",,,,,4066,Manufactory, ,Medici Porcelain Manufactory,"Italian, Florence, ca. 1575–ca. 1587", ,Medici Porcelain Manufactory,Italian,1570      ,1592      ,,http://vocab.getty.edu/page/ulan/500055295,https://www.wikidata.org/wiki/Q3908452,ca. 1575–87,1570,1592,Soft-paste porcelain decorated in underglaze blue,Overall (confirmed): 8 × 4 1/4 × 4 7/8 in. (20.3 × 10.8 × 12.4 cm),"Gift of J. Pierpont Morgan, 1917",,,,,,,,,,,,Ceramics-Porcelain,,http://www.metmuseum.org/art/collection/search/194432,https://www.wikidata.org/wiki/Q29383547,,"Metropolitan Museum of Art, New York, NY",Men|Flowers,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q506
20.155.11,True,True,True,194622,524,European Sculpture and Decorative Arts,1920,Drop-front secretary,Drop-front secretary (Secrétaire en armoire),"French, Paris",,,,,3412,Maker, ,Jean Henri Riesener,"French, Gladbeck, North Rhine-Westphalia 1734–1806 Paris", ,"Riesener, Jean Henri",French,1734      ,1806      ,,http://vocab.getty.edu/page/ulan/500024826,https://www.wikidata.org/wiki/Q69566,1783,1783,1783,"Oak veneered with ebony and 17th-century Japanese lacquer; interiors veneered with tulipwood, amaranth, holly, and ebonized holly; gilt-bronze mounts; marble top; velvet (not original)","Overall: 57 × 43 × 16 in. (144.8 × 109.2 × 40.6 cm);
Length (key): 3 5/8 in. (9.2 cm)","Bequest of William K. Vanderbilt, 1920",,,,,,,,,,,,Woodwork-Furniture,,http://www.metmuseum.org/art/collection/search/194622,https://www.wikidata.org/wiki/Q29383549,,"Metropolitan Museum of Art, New York, NY",Birds|Garlands,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300167386,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q756600
24.241.2,True,False,True,195223,509,European Sculpture and Decorative Arts,1924,Charger,Display dish with Charles II (1630–1685) in a tree,"British, Staffordshire",,,,,3542,Maker, ,Thomas Toft,active before 1663–died 1689, ,Toft Thomas, ,1589      ,1689      ,,http://vocab.getty.edu/page/ulan/500099179,https://www.wikidata.org/wiki/Q7794495,ca. 1680,1675,1685,Slip-decorated earthenware,Overall: 3 1/2 × 19 3/4 in. (8.9 × 50.2 cm),"Rogers Fund, 1924",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/195223,https://www.wikidata.org/wiki/Q29383551,,"Metropolitan Museum of Art, New York, NY",Unicorns|Trees|Charles II|Lions,http://vocab.getty.edu/page/aat/300379595|http://vocab.getty.edu/page/aat/300132410|http://vocab.getty.edu/page/ulan/500247094|http://vocab.getty.edu/page/aat/300310388,https://www.wikidata.org/wiki/Q7246|https://www.wikidata.org/wiki/Q10884|https://www.wikidata.org/wiki/Q122553|https://www.wikidata.org/wiki/Q140
26.54,True,True,True,195456,516,European Sculpture and Decorative Arts,1926,Cabinet,The Backgammon Players,British,,,,,361191617293612,Designer|Artist|Manufacturer, |Painted by| ,"Philip Webb|Sir Edward Burne-Jones|Morris, Marshall, Faulkner & Co.","British, Oxford 1831–1915 West Sussex|British, Birmingham 1833–1898 Fulham|1861–75", | | ,"Webb Philip|Burne-Jones, Edward, Sir|Morris, Marshall, Faulkner & Co.",British|British| ,1831      |1833      |1861      ,1915      |1898      |1875      ,||,http://vocab.getty.edu/page/ulan/500026803|http://vocab.getty.edu/page/ulan/500001381|,https://www.wikidata.org/wiki/Q531721|https://www.wikidata.org/wiki/Q216406|,1861,1861,1861,"Painted pine, oil paint on leather, brass, copper",Overall: 73 × 45 × 21 in. (185.4 × 114.3 × 53.3 cm),"Rogers Fund, 1926",,,,,,,,,,,,Woodwork-Furniture|Paintings,,http://www.metmuseum.org/art/collection/search/195456,https://www.wikidata.org/wiki/Q29383553,,"Metropolitan Museum of Art, New York, NY",Men|Women|Games,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300069657,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q11410
