Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
"32.5.2a, b",True,True,True,544680,121,Egyptian Art,1932,"Music, clapper, arm, hand",Pair of Clappers,,"New Kingdom, Amarna Period",Dynasty 18,reign of Akhenaten,,,,,,,,,,,,,,,ca. 1353–1336 B.C.,-1353,-1336,Hippopotamus ivory,max. L. 21.5; max. h. as resting 2 ; max w. as resting 3.6 cm (8 7/16 x 13/16 x 1 7/16 in.),"Gift of Mrs. John Hubbard and Egypt Exploration Society, 1932",From,,,,Egypt,Middle Egypt,Amarna (Akhetaten),King's House at Amarna,Pit south of the pond,"Egypt Exploration Society excavations, 1931–2",,,,http://www.metmuseum.org/art/collection/search/544680,https://www.wikidata.org/wiki/Q29385814,,"Metropolitan Museum of Art, New York, NY",Musical Instruments|Hands,http://vocab.getty.edu/page/aat/300041620|http://vocab.getty.edu/page/aat/300310193,https://www.wikidata.org/wiki/Q34379|https://www.wikidata.org/wiki/Q33767
11.150.21,True,True,True,544683,121,Egyptian Art,1911,"Statue group, two men, boy",Statue of two men and a boy that served as a domestic icon,,"New Kingdom, Amarna Period",Dynasty 18,reign of Akhenaten,,,,,,,,,,,,,,,ca. 1353–1336 B.C.,-1353,-1353,"Limestone, paint","h. 17 cm (6 11/16 in); w. 12.5 cm (4 15/16 in); 
D of base next to man 5.7 cm (2 1/4 in); D next to boy 4.8 cm (1 7/8 in)","Rogers Fund, 1911",From|Probably from|Probably originally from,,||,,Egypt,Southern Upper Egypt|Middle Egypt,Gebelein (Krokodilopolis)|Amarna (Akhetaten),,,,,,,http://www.metmuseum.org/art/collection/search/544683,https://www.wikidata.org/wiki/Q29385817,,"Metropolitan Museum of Art, New York, NY",Boys|Men,http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q3010|https://www.wikidata.org/wiki/Q8441
30.8.54,True,True,True,544689,136,Egyptian Art,1930,"Canopic Jar Lid to the jar 07.226.1 of Kiya, secondary queen of Akhenaten",Canopic Jar (07.226.1) with a Lid Depicting a Queen (30.8.54),,"New Kingdom, Amarna Period",Dynasty 18,reign of Akhenaten,,,,,,,,,,,,,,,ca. 1349–1330 B.C. or shortly thereafter,-1349,-1330,"Travertine (Egyptian alabaster), blue glass, obsidian, unidentified stone","lid: H. 18.2 × Diam. 16.6 cm, 3.9 kg (7 3/16 × 6 9/16 in., 8.6 lb.); jar and lid: H. 53.2 cm (20 15/16 in.)","Gift of Theodore M. Davis, 1907 (07.226.1)
Theodore M. Davis Collection, Bequest of Theodore M. Davis, 1915 (30.8.54)",From,,,,Egypt,"Upper Egypt, Thebes",Valley of the Kings,Tomb KV 55,,"Davis/Ayrton excavations, 1907",,,,http://www.metmuseum.org/art/collection/search/544689,https://www.wikidata.org/wiki/Q29385821,,"Metropolitan Museum of Art, New York, NY",Women|Heads,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300375054,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q3409626
50.6,True,True,True,544690,121,Egyptian Art,1950,"Head, Tutankhamun, god's hand",Head of Tutankhamun,,"New Kingdom, Amarna Period",Dynasty 18,reign of Tutankhamun,,,,,,,,,,,,,,,ca. 1336–1327 B.C.,-1336,-1327,Indurated Limestone,H. 17.2 cm (6 3/4 in.); W. 16 cm (6 5/16 in.); D. 23.6 cm (9 5/16 in.),"Rogers Fund, 1950",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/544690,https://www.wikidata.org/wiki/Q29385823,,"Metropolitan Museum of Art, New York, NY",Tutankhamun|Heads,http://vocab.getty.edu/page/ulan/500126214|http://vocab.getty.edu/page/aat/300375054,https://www.wikidata.org/wiki/Q12154|https://www.wikidata.org/wiki/Q3409626
07.228.34,True,True,True,544691,121,Egyptian Art,1907,"Head, Amun, Tutankhamun",Head of the god Amun,,"New Kingdom, post-Amarna Period",Dynasty 18,reign of Tutankhamun,,,,,,,,,,,,,,,ca. 1336–1327 B.C.,-1336,-1336,Granodiorite,"H. 44 cm (17 5/16 in.), W. 38.2 (15 1/16 in.); D. 41.5 (16 5/16 in.)","Rogers Fund, 1907",From|Probably from,,|,,Egypt,"Upper Egypt, Thebes",,,,,,,,http://www.metmuseum.org/art/collection/search/544691,https://www.wikidata.org/wiki/Q29385825,,"Metropolitan Museum of Art, New York, NY",Heads|Amun|Gods,http://vocab.getty.edu/page/aat/300375054|http://vocab.getty.edu/page/ia/901000100|http://vocab.getty.edu/page/aat/300343851,https://www.wikidata.org/wiki/Q3409626|https://www.wikidata.org/wiki/Q58373|https://www.wikidata.org/wiki/Q178885
23.10.1,True,True,True,544692,121,Egyptian Art,1923,"Statue, scribe, Haremhab",Haremhab as a Scribe of the King,,New Kingdom,Dynasty 18,reign of Tutankhamun or Aya,,,,,,,,,,,,,,,ca. 1336–1323 B.C.,-1336,-1323,Granodiorite,h. 113 cm (44 1/2 in); w. 71 cm (27 15/16 in); d. 55.5 cm (21 7/8 in),"Gift of Mr. and Mrs. V. Everit Macy, 1923",From|Said to be from,,|,,Egypt,Memphite Region,Memphis (Mit Rahina),Ptah Temple,a hole among palm trees,,,,,http://www.metmuseum.org/art/collection/search/544692,https://www.wikidata.org/wiki/Q5848865,,"Metropolitan Museum of Art, New York, NY",Men|Hieroglyphs,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300028721,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q193762
11.150.26,True,True,True,544693,121,Egyptian Art,1911,"Head, Queen Tiye","Face from a Composite Statue, probably Queen Tiye",,"New Kingdom, Amarna Period",Dynasty 18,reign of Amenhotep III-Akhenaten,,,,,,,,,,,,,,,ca. 1353–1336 B.C.,-1353,-1336,Quartzite,H. 13.3 cm (5 1/4 in.); W. 12.5 cm (4 15/16 in.); D. 12.4 cm (4 7/8 in.); H. of face 11 cm (4 5/16 in.),"Rogers Fund, 1911",From|Probably from,,|,,Egypt,Middle Egypt,Amarna (Akhetaten),,,,,,,http://www.metmuseum.org/art/collection/search/544693,https://www.wikidata.org/wiki/Q29385828,,"Metropolitan Museum of Art, New York, NY",,,
86.1.10,True,True,True,544702,126,Egyptian Art,1886,"Jar, wine",Jar from the tomb of Sennedjem,,"New Kingdom, Ramesside",Dynasty 19,reign of Ramesses II,,,,,,,,,,,,,,,ca. 1279–1213 B.C.,-1279,-1213,Painted red pottery,H. 30.5 cm (12 in); w. 16 cm (6 5/16 in),"Funds from various donors, 1886",From,,,,Egypt,"Upper Egypt, Thebes",Deir el-Medina,Tomb of Sennedjem (TT 1),,"Egyptian Antiquities Service/Maspero excavations, 1885–86",,,,http://www.metmuseum.org/art/collection/search/544702,https://www.wikidata.org/wiki/Q29385830,,"Metropolitan Museum of Art, New York, NY",,,
13.180.21,True,True,True,544720,119,Egyptian Art,1913,"Relief, battle scene",Block from a Relief Depicting a Battle,,New Kingdom,Dynasty 18,possibly reign of Amenhotep II,,,,,,,,,,,,,,,ca. 1427–1400 B.C.,-1427,-1400,"Sandstone, paint","H. 61.5 × W. 115 × Th. 21 cm, 306.2 kg (24 3/16 × 45 1/4 × 8 1/4 in., 675 lb.)","Rogers Fund and Edward S. Harkness Gift, 1913",From,,,,Egypt,"Upper Egypt, Thebes",Asasif,Temple of Ramesses IV,foundation (reused),"MMA excavations, 1912–13",,,,http://www.metmuseum.org/art/collection/search/544720,https://www.wikidata.org/wiki/Q29385832,,"Metropolitan Museum of Art, New York, NY",Battles|Men,http://vocab.getty.edu/page/aat/300185692|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q178561|https://www.wikidata.org/wiki/Q8441
15.2.1,True,False,True,544740,124,Egyptian Art,1915,"Statue, Yuny, Renenutet, pair, menat, music",Yuny and His Wife Renenutet,,"New Kingdom, Ramesside",Dynasty 19,reign of Seti I,,,,,,,,,,,,,,,ca. 1294–1279 B.C.,-1294,-1279,"Limestone, paint",H. 84.5 × W. 54.5 × D. 73 cm (33 1/4 × 21 7/16 × 28 3/4 in.),"Rogers Fund, 1915",From,,,,Egypt,Middle Egypt,"Asyut (Assiut, Siut; Lykopolis)",Tomb of Amenhotep,"Necropolis Cliff tomb, Medjdeni","Khashaba excavations, 1913",,,,http://www.metmuseum.org/art/collection/search/544740,https://www.wikidata.org/wiki/Q29385834,,"Metropolitan Museum of Art, New York, NY",Couples|Men|Women|Hieroglyphs,http://vocab.getty.edu/page/aat/300379217|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300028721,https://www.wikidata.org/wiki/Q219160|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q193762
34.2.2,True,True,True,544752,123,Egyptian Art,1934,"Head, Amenmesse, Seti II, blue crown",Head of King Seti II Wearing the Blue Crown,,"New Kingdom, Ramesside",Dynasty 19,reign of Seti II,,,,,,,,,,,,,,,ca. 1200–1194 B.C.,-1200,-1194,"Quartzite, paint",H. 44.5 × W. 30.5 × D. 34.5 cm (17 1/2 × 12 × 13 9/16 in.),"Rogers Fund, 1934",From,,,,Egypt,"Upper Egypt, Thebes",Karnak,Temple of Amun,Hypostyle Hall,,,,,http://www.metmuseum.org/art/collection/search/544752,https://www.wikidata.org/wiki/Q29385836,,"Metropolitan Museum of Art, New York, NY",Kings|Men|Crowns,http://vocab.getty.edu/page/aat/300025481|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300046020,https://www.wikidata.org/wiki/Q12097|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q170984
21.2.6,True,False,True,544766,124,Egyptian Art,1921,"Stela, Amun-Re, Amennkhat, Pentwaer, Deir el Medina",Unfinished Stela of Amennakht of Deir el-Medina,,"New Kingdom, Ramesside",Dynasty 20,Ramesses III or later,,,,,,,,,,,,,,,ca. 1184–1070 B.C.,-1184,-1070,"Limestone, pigment",H. 42.5 cm (16 3/4 in),"Rogers Fund, 1921",From|Probably from,,|,,Egypt,"Upper Egypt, Thebes",,,,,,,,http://www.metmuseum.org/art/collection/search/544766,https://www.wikidata.org/wiki/Q29385838,,"Metropolitan Museum of Art, New York, NY",Men|Hieroglyphs|Boats,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300028721|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q193762|https://www.wikidata.org/wiki/Q35872
05.4.2,True,True,True,544776,121,Egyptian Art,1905,"Stela, Userhat",Votive stela of Userhat,,New Kingdom,late Dynasty 18,,,,,,,,,,,,,,,,1327–1295 BC,-1327,-1295,"Limestone, paint",H. 42.5 cm (16 3/4 in); w. 48 cm (18 7/8 in),"Gift of Egypt Exploration Fund, 1905",From,,,,Egypt,"Upper Egypt, Thebes",Deir el-Bahri,Temple of Mentuhotep II,,"Egypt Exploration Society excavations, 1905",,,,http://www.metmuseum.org/art/collection/search/544776,https://www.wikidata.org/wiki/Q29385840,,"Metropolitan Museum of Art, New York, NY",Men|Women|Hieroglyphs,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300028721,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q193762
09.184.83,True,True,True,544781,121,Egyptian Art,1909,"Bottle, long-necked, wine",Water Bottle from Tutankhamun's Embalming Cache,,New Kingdom,Dynasty 18,reign of Tutankhamun,,,,,,,,,,,,,,,ca. 1336–1327 B.C.,-1336,-1336,"Pottery, hematite wash, burnished, pigment",H. 38 × Diam. 14 cm (14 15/16 × 5 1/2 in.); Diam. of mouth): 12 cm (4 3/4 in.),"Gift of Theodore M. Davis, 1909",From,,,,Egypt,"Upper Egypt, Thebes",Valley of the Kings,Embalming Cache of Tutankhamun (KV 54),,"Davis/Ayrton excavations, 1907–08",,,,http://www.metmuseum.org/art/collection/search/544781,https://www.wikidata.org/wiki/Q29385843,,"Metropolitan Museum of Art, New York, NY",,,
09.184.216,True,False,True,544782,122,Egyptian Art,1909,"Broad Collar, floral",Floral collar from Tutankhamun's Embalming Cache,,New Kingdom,Dynasty 18,reign of Tutankhamun,,,,,,,,,,,,,,,ca. 1336–1327 B.C.,-1336,-1336,"Papyrus, olive leaves, persea leaves, nightshade berries, celery (?), faience, linen dyed red","Diam. 47 cm (18 1/2 in.); Diam. of disk beads 0.5 cm (3/16 in.)
Box mount: W. 57 cm (22 7/16 in.); D. 57 cm (22 7/16 in.); H. 7 cm (2 3/4 in.)","Gift of Theodore M. Davis, 1909",From,,,,Egypt,"Upper Egypt, Thebes",Valley of the Kings,Embalming cache of Tutankhamun (KV 54),,"Davis/Ayrton excavations, 1907",,,,http://www.metmuseum.org/art/collection/search/544782,https://www.wikidata.org/wiki/Q29385845,,"Metropolitan Museum of Art, New York, NY",,,
22.1.95,True,False,True,544822,111,Egyptian Art,1922,"Jug, Dolphins",Jug Decorated with Dolphins and Birds,,Middle Kingdom or Second Intermediate Period,Dynasty 13–15,,,,,,,,,,,,,,,,ca. 1750–1550 B.C.,-1750,-1550,"Pottery, manganese black, gypsum fill",H. 15 cm (5 7/8 in.); Diam. 14.9 cm (5 7/8 in.),"Rogers Fund and Edward S. Harkness Gift, 1922",From,,,,Egypt,Memphite Region,Lisht North,cemetery south of pyramid below House  A1:3,Pit 879,"MMA excavations, 1920–21",,,,http://www.metmuseum.org/art/collection/search/544822,https://www.wikidata.org/wiki/Q29385847,,"Metropolitan Museum of Art, New York, NY",Birds|Dolphins,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300250159,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q7369
30.8.45a–c,True,True,True,544826,119,Egyptian Art,1930,"Chair, Arm Panel",Arm Panel From a Ceremonial Chair of Thutmose IV,,New Kingdom,Dynasty 18,reign of Thutmose IV,,,,,,,,,,,,,,,ca. 1400–1390 B.C.,-1400,-1390,Wood (ficus sycomorus?),H. 26 × W. 30 × Th. 2.2 cm (10 1/4 × 11 13/16 × 7/8 in.),"Theodore M. Davis Collection, Bequest of Theodore M. Davis, 1915",From,,,,Egypt,"Upper Egypt, Thebes",Valley of the Kings,Tomb of Thutmose IV (KV 43),,"Davis/Carter excavations, 1903",,,,http://www.metmuseum.org/art/collection/search/544826,https://www.wikidata.org/wiki/Q29385849,,"Metropolitan Museum of Art, New York, NY",Falcons|Hieroglyphs|Sphinx,http://vocab.getty.edu/page/aat/300250051|http://vocab.getty.edu/page/aat/300028721|http://vocab.getty.edu/page/aat/300375739,https://www.wikidata.org/wiki/Q43489|https://www.wikidata.org/wiki/Q193762|https://www.wikidata.org/wiki/Q151480
26.7.1293,True,True,True,544853,119,Egyptian Art,1926,"Whip handle, horse",Whip Handle in the Shape of a Horse,,New Kingdom,Dynasty 18,reign of Amenhotep III,,,,,,,,,,,,,,,ca. 1390–1352 B.C.,-1390,-1352,"Ivory, garnet, paint",L. 14.7 × H. 5.5 × W. 2 cm (5 13/16 × 2 3/16 × 13/16 in.),"Purchase, Edward S. Harkness Gift, 1926",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/544853,https://www.wikidata.org/wiki/Q29385851,,"Metropolitan Museum of Art, New York, NY",Horses,http://vocab.getty.edu/page/aat/300250148,https://www.wikidata.org/wiki/Q726
26.7.1193,True,True,True,544864,134,Egyptian Art,1926,Statuette of Taweret,Statuette of the Goddess Taweret,,Ptolemaic Period,,,,,,,,,,,,,,,,,332–30 B.C.,-332,-30,Glassy faience,H. 11 cm (4 5/16 in); W. 3.3 cm (1 5/16 in); D. 4.8 cm (1 7/8 in),"Purchase, Edward S. Harkness Gift, 1926",From,,,,Egypt,Northern Upper Egypt,Qena area,,,,,,,http://www.metmuseum.org/art/collection/search/544864,https://www.wikidata.org/wiki/Q29385853,,"Metropolitan Museum of Art, New York, NY",Taweret|Hippos|Goddess, |http://vocab.getty.edu/page/aat/300258403|http://vocab.getty.edu/page/aat/300343852,https://www.wikidata.org/wiki/Q207435|https://www.wikidata.org/wiki/Q34505|https://www.wikidata.org/wiki/Q205985
26.7.1412,True,True,True,544874,125,Egyptian Art,1926,"Statuette, Amun, standing, god",Statuette of Amun,,Third Intermediate Period,Dynasty 22,,,,,,,,,,,,,,,,ca. 945–712 B.C.,-945,-712,Gold,h. 17.5 cm (6 7/8 in); w. 4.7 cm (1 7/8 in); d 5.8 cm (2 1/4 in); weight 0.9 kg. (2 lbs),"Purchase, Edward S. Harkness Gift, 1926",From|Possibly from,,|,,Egypt,"Upper Egypt, Thebes",Karnak,,,,,,,http://www.metmuseum.org/art/collection/search/544874,https://www.wikidata.org/wiki/Q29385856,,"Metropolitan Museum of Art, New York, NY",Men|Amun,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/ia/901000100,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q58373
34.2.1,True,True,True,544887,128,Egyptian Art,1934,"Statue, Horus, King Nectanebo II",God Horus Protecting King Nectanebo II,,Late Period,Dynasty 30,reign of Nectanebo II,,,,,,,,,,,,,,,360–343 B.C.,-360,-343,Meta-Greywacke,H. 72 cm (28 3/8 in.); W. 20 cm (7 7/8 in.); D. 46.5 cm (18 5/16 in.),"Rogers Fund, 1934",From|Said to be from,,|,,Egypt,Memphite Region,Heliopolis (Iunu; On),Tomb of a Mnevis bull,,,,,,http://www.metmuseum.org/art/collection/search/544887,https://www.wikidata.org/wiki/Q29385858,,"Metropolitan Museum of Art, New York, NY",Falcons|Men|Horus|Crowns,http://vocab.getty.edu/page/aat/300250051|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/ia/901001076|http://vocab.getty.edu/page/aat/300046020,https://www.wikidata.org/wiki/Q43489|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q84122|https://www.wikidata.org/wiki/Q170984
1991.76,True,True,True,544919,138,Egyptian Art,1991,"Statuette, standing goddess, Isis-Aphrodite",Figure of Isis-Aphrodite,,Roman Period,,,,,,,,,,,,,,,,,2nd century A.D.,100,199,"Terracotta painted brown, black, red, and pink on white engobe",h. 49.5 cm (19 1/2 in); w. 12.5 cm (4 15/16 in),"Purchase, Lila Acheson Wallace Gift, 1991",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/544919,https://www.wikidata.org/wiki/Q29385860,,"Metropolitan Museum of Art, New York, NY",Isis|Crowns,http://vocab.getty.edu/page/ia/901000704|http://vocab.getty.edu/page/aat/300046020,https://www.wikidata.org/wiki/Q79876|https://www.wikidata.org/wiki/Q170984
2002.8,True,True,True,545027,125,Egyptian Art,2002,"Statuette, kneeling king",Kushite Pharaoh,,Third Intermediate Period,Dynasty 25 (Kushite),,,,,,,,,,,,,,,,ca. 713–664 B.C.,-713,-664,Bronze; gold leaf,h. 7.6 cm (3 in.); w. 3.2 cm (1 1/4 in); d. 3.6 cm (1 3/8 in),"Purchase, Lila Acheson Wallace Gift and Anne and John V. Hansen Egyptian Purchase Fund, 2002",From,,,,Egypt and Sudan,Nubia,,,,,,,,http://www.metmuseum.org/art/collection/search/545027,https://www.wikidata.org/wiki/Q29385862,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441
36.3.2,True,False,True,545146,116,Egyptian Art,1936,"Heart Scarab, Hatnefer",Heart Scarab of Hatnefer,,New Kingdom,"Dynasty 18, early",reign of Thutmose II–Early Joint reign,,,,,,,,,,,,,,,ca. 1492–1473 B.C.,-1492,-1473,"Serpentinite, gold",Scarab: L. 6.6 cm (2 5/8 in.); W. 5.3 cm (2 1/16 in.); H. 2.8 cm (1 1/8 in.); Chain: L. 77.5 cm (30.1/2 in.),"Rogers Fund, 1936",From,,,,Egypt,"Upper Egypt, Thebes",Sheikh Abd el-Qurna,Tomb of Hatnefer and Ramose (below TT 71),Mummy of Hatnefer,"MMA excavations, 1935–36",,,,http://www.metmuseum.org/art/collection/search/545146,https://www.wikidata.org/wiki/Q29385866,,"Metropolitan Museum of Art, New York, NY",Hieroglyphs|Scarabs,http://vocab.getty.edu/page/aat/300028721|http://vocab.getty.edu/page/aat/300230813,https://www.wikidata.org/wiki/Q193762|https://www.wikidata.org/wiki/Q2442735
20.3.11,True,True,True,545281,105,Egyptian Art,1920,"Model, granary, Meketre",Model of a Granary with Scribes,,Middle Kingdom,Dynasty 12,early reign of Amenemhat I,,,,,,,,,,,,,,,ca. 1981–1975 B.C.,-1981,-1981,"Wood, plaster, paint, linen, grain","L. 74.9 (29 1/2 in); W. 56 cm (22 1/16 in); H. 36.5 (14 3/8 in);
average height of figures: 20 cm (7 7/8 in.)","Rogers Fund and Edward S. Harkness Gift, 1920",From,,,,Egypt,"Upper Egypt, Thebes",Southern Asasif,"Tomb of Meketre (TT 280, MMA 1101)",serdab,"MMA excavations, 1920",,,,http://www.metmuseum.org/art/collection/search/545281,https://www.wikidata.org/wiki/Q29385872,,"Metropolitan Museum of Art, New York, NY",Meketre-Models|Food|Men|Working|Writing, |http://vocab.getty.edu/page/aat/300254496|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300412186|http://vocab.getty.edu/page/aat/300054698, |https://www.wikidata.org/wiki/Q2095|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q6958747|https://www.wikidata.org/wiki/Q37260
65.114,True,False,True,545870,124,Egyptian Art,1965,"Statue, Kary",Statuette of Kary,,"New Kingdom, Ramesside",Dynasty 19,reign of Ramesses II,,,,,,,,,,,,,,,ca. 1304–1237 B.C.,-1304,-1304,Wood,H. 49.5 (19 1/2 in.); W. 13.5 (5 5/16 in.); D. 28.8 cm (11 5/16 in.),"Rogers Fund, 1965",From|Probably from,,|,,Egypt,"Upper Egypt, Thebes",Deir el-Medina,,,,,,,http://www.metmuseum.org/art/collection/search/545870,https://www.wikidata.org/wiki/Q29385874,,"Metropolitan Museum of Art, New York, NY",Falcons|Men,http://vocab.getty.edu/page/aat/300250051|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q43489|https://www.wikidata.org/wiki/Q8441
66.99.50,True,False,True,545919,124,Egyptian Art,1966,"Asiatic captive, furniture decoration",Figure of an Asiatic captive,,"New Kingdom, Ramesside",Dynasty 19–20,,,,,,,,,,,,,,,,ca. 1295–1070 B.C.,-1295,-1070,"Ivory, red and pink pigment, white ground","H. 11. 8 cm (4 5/8 in), w. 4.2 cm (1 5/8 in), Th. 0.4 cm (1/4 in)","Purchase, Fletcher Fund and The Guide Foundation Inc. Gift, 1966",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/545919,https://www.wikidata.org/wiki/Q29385877,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441
50.85,True,True,True,546037,128,Egyptian Art,1950,"Cippus, Cippus of Horus",Magical Stela (Cippus of Horus),,Late Period,Dynasty 30,reign of Nectanebo II,,,,,,,,,,,,,,,360–343 B.C.,-360,-343,Meta-Greywacke,Overall H. 83.5 cm (32 7/8 in.); W. 33.5 cm (13 3/16 in.); D. 7.2 cm (2 13/16 in.); Base: H. 14.4 cm ( 5 11/16 in.); W. 33.5 cm (13 3/16 in.); D. 14.4 cm (5 11/16 in.),"Fletcher Fund, 1950",From|Probably originally from,,|,,Egypt,Alexandria Region|Memphite Region,Alexandria|Heliopolis (Iunu; On),Temple of the Mnevis bulls,,,,,,http://www.metmuseum.org/art/collection/search/546037,https://www.wikidata.org/wiki/Q29385881,,"Metropolitan Museum of Art, New York, NY",Hieroglyphs|Bes|Horus|Isis,http://vocab.getty.edu/page/aat/300028721|http://vocab.getty.edu/page/ia/901002085|http://vocab.getty.edu/page/ia/901001076|http://vocab.getty.edu/page/ia/901000704,https://www.wikidata.org/wiki/Q193762|https://www.wikidata.org/wiki/Q188931|https://www.wikidata.org/wiki/Q84122|https://www.wikidata.org/wiki/Q79876
43.2.1,True,True,True,546194,130,Egyptian Art,1943,"Music, harp, arched, naviform, boat shaped",Arched Harp (shoulder harp),,New Kingdom,"Dynasty 18, late",,,,,,,,,,,,,,,,ca. 1390–1295 B.C.,-1390,-1295,Wood,L. (diagonally) 82 cm (32 5/16 in.); soundbox: L. 36 cm (14 3/16 in.,"Rogers Fund, 1943",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/546194,https://www.wikidata.org/wiki/Q29385883,,"Metropolitan Museum of Art, New York, NY",Musical Instruments,http://vocab.getty.edu/page/aat/300041620,https://www.wikidata.org/wiki/Q34379
30.8.93,True,True,True,546746,127,Egyptian Art,1930,Female statuette with cartouches of Necho II on her arms,Statuette of a Royal (?)  Woman with the Cartouches of Necho II on her Arms,,"Late Period, Saite",Dynasty 26,reign of Necho II,,,,,,,,,,,,,,,610–595 B.C.,-610,-610,Silver,H. 23.8 × W. 5.5 × D. 5.4 cm (9 3/8 × 2 3/16 × 2 1/8 in.),"Theodore M. Davis Collection, Bequest of Theodore M. Davis, 1915",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/546746,https://www.wikidata.org/wiki/Q29385885,,"Metropolitan Museum of Art, New York, NY",Cartouches|Female Nudes,http://vocab.getty.edu/page/aat/300010256|http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q368205|https://www.wikidata.org/wiki/Q40446
16.10.425,True,False,True,547031,114,Egyptian Art,1916,"Cosmetic box, swivel top",Cosmetic Box with a Swivel Top,,New Kingdom,"Dynasty 18, early",,,,,,,,,,,,,,,,ca. 1550–1458 B.C.,-1550,-1550,"Ivory, Egyptian Blue",L. 9.2 cm (3 5/8 in.); W. 7.7 cm (3 1/16 in.); H. 3.3cm (1 5/16 in.),"Rogers Fund, 1916",From,,,,Egypt,"Upper Egypt, Thebes",Asasif,"Courtyard CC 41, Pit 3","Burial B 4, Between head of coffin and wall","MMA excavations, 1915–16",,,,http://www.metmuseum.org/art/collection/search/547031,https://www.wikidata.org/wiki/Q29385887,,"Metropolitan Museum of Art, New York, NY",Cosmetic Containers,http://vocab.getty.edu/page/aat/300197583, 
19.2.6,True,True,True,547257,137,Egyptian Art,1919,"Mask, cartonnage, woman",Mummy Mask,,Roman Period,,,,,,,,,,,,,,,,,A.D. 60–70,60,70,"Cartonnage, plaster, paint, plant fibers",l. 63 cm (24 13/16 in); w. 33 cm (13 in); h. 53 (20 7/8  in),"Rogers Fund, 1919",From|Possibly from,,|,,Egypt,Middle Egypt,Meir,,,,,,,http://www.metmuseum.org/art/collection/search/547257,https://www.wikidata.org/wiki/Q29385892,,"Metropolitan Museum of Art, New York, NY",Masks|Women,http://vocab.getty.edu/page/aat/300262834|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q161524|https://www.wikidata.org/wiki/Q467
